BNSF,0,1200,8
BNSF,0,1202,12
BNSF,0,1206,4
BNSF,0,1204,00
BNSF,0,1208,4
BNSF,0,1210,29
BNSF,0,1212,5
BNSF,0,1214,02
BNSF,0,1216,5
BNSF,0,1218,32
BNSF,0,1220,5
BNSF,0,1222,29
BNSF,0,1306,6
BNSF,0,1308,02
BNSF,0,1224,6
BNSF,0,1226,32
BNSF,0,1228,6
BNSF,0,1230,47
BNSF,0,1310,6
BNSF,0,1232,29
BNSF,0,1234,7
BNSF,0,1236,02
BNSF,0,1242,7
BNSF,0,1244,17
BNSF,0,1246,7
BNSF,0,1304,32
BNSF,0,1250,7
BNSF,0,1252,29
BNSF,0,1254,8
BNSF,0,1256,02
BNSF,0,1258,8
BNSF,0,1260,32
BNSF,0,1262,9
BNSF,0,1264,05
BNSF,0,1268,10
BNSF,0,1312,05
BNSF,0,1272,11
BNSF,0,1274,05
BNSF,0,1276,12
BNSF,0,1282,05
BNSF,0,1284,1
BNSF,0,1292,05
BNSF,0,1294,2
BNSF,0,1296,05
BNSF,0,1298,3
BNSF,0,1300,05
BNSF,0,1302,3
BNSF,0,1201,8
BNSF,0,1203,12
BNSF,0,1205,5
BNSF,0,1207,33
BNSF,0,1211,6
BNSF,0,1213,02
BNSF,0,1215,6
BNSF,0,1217,16
BNSF,0,1221,6
BNSF,0,1223,25
BNSF,0,1225,6
BNSF,0,1227,46
BNSF,0,1229,7
BNSF,0,1231,05
BNSF,0,1301,7
BNSF,0,1233,15
BNSF,0,1235,7
BNSF,0,1237,33
BNSF,0,1239,8
BNSF,0,1241,33
BNSF,0,1243,9
BNSF,0,1245,33
BNSF,0,1247,10
BNSF,0,1249,33
BNSF,0,1251,11
BNSF,0,1305,33
BNSF,0,1253,12
BNSF,0,1255,33
BNSF,0,1257,12
BNSF,0,1259,33
BNSF,0,1261,1
BNSF,0,1263,33
BNSF,0,1265,2
BNSF,0,1267,30
BNSF,0,1269,2
BNSF,0,1271,33
BNSF,0,1273,3
BNSF,0,1275,00
